Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,SILVERADO 4WD FFV,TRUCK,4.3,6,A6,X,14.2,10.7,12.6,22,296
CHEVROLET,SILVERADO 4WD FFV,TRUCK,4.3,6,A6,E,20.3,15.3,18.1,16,301
CHEVROLET,SILVERADO 4WD FFV,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,306
CHEVROLET,SILVERADO 4WD FFV,TRUCK,5.3,8,A6,E,20.5,14.4,17.8,16,295
CHEVROLET,SILVERADO eASSIST 4WD,TRUCK,5.3,8,A8,X,14.4,11.2,13,22,304
FORD,F-150,TRUCK,2.7,6,AS6,X,12.3,9.2,10.9,26,256
FORD,F-150,TRUCK,3.5,6,AS6,X,13.5,9.8,11.9,24,278
FORD,F-150 (Payload Pkg),TRUCK,2.7,6,AS6,X,13.1,9.8,11.2,25,263
FORD,F-150 (Payload Pkg),TRUCK,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,F-150 FFV,TRUCK,3.5,6,A6,X,13.2,9.6,11.6,24,272
FORD,F-150 FFV,TRUCK,3.5,6,A6,E,17.9,13,15.7,18,261
FORD,F-150 FFV,TRUCK,5,8,AS6,X,15.3,10.6,13.2,21,309
FORD,F-150 FFV,TRUCK,5,8,AS6,E,20.6,14.3,17.8,16,292
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS6,X,16.8,11.8,14.5,19,341
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS6,E,20.6,14.3,17.8,16,293
FORD,F-150 4X4,TRUCK,2.7,6,AS6,X,13.1,10.1,11.7,24,275
FORD,F-150 4X4,TRUCK,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,F-150 4X4 (Payload Pkg),TRUCK,2.7,6,AS6,X,13.3,10.7,12.3,23,288
FORD,F-150 4X4 (Payload Pkg),TRUCK,3.5,6,AS6,X,15.6,11.7,13.8,20,324
FORD,F-150 FFV 4X4,TRUCK,3.5,6,A6,X,14,10.6,12.5,23,292
FORD,F-150 FFV 4X4,TRUCK,3.5,6,A6,E,19.1,14.3,16.9,17,278
FORD,F-150 FFV 4X4,TRUCK,5,8,AS6,X,16,11.3,13.8,20,324
FORD,F-150 FFV 4X4,TRUCK,5,8,AS6,E,21.6,15.1,18.7,15,306
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS6,X,16.8,12.4,14.8,19,347
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS6,E,21.8,15.3,18.8,15,310
GMC,SIERRA,TRUCK,5.3,8,A6,X,14.6,10.4,12.7,22,298
GMC,SIERRA,TRUCK,6.2,8,A8,Z,16.1,11.4,14,20,327
GMC,SIERRA FFV,TRUCK,4.3,6,A6,X,13.5,10,11.9,24,280
GMC,SIERRA FFV,TRUCK,4.3,6,A6,E,19.3,14.4,17.1,17,284
GMC,SIERRA FFV,TRUCK,5.3,8,A6,X,14.6,10.4,12.7,22,298
GMC,SIERRA FFV,TRUCK,5.3,8,A6,E,19.9,14,17.2,16,286
GMC,SIERRA 4WD,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
GMC,SIERRA 4WD,TRUCK,6.2,8,A8,Z,16.3,11.6,14.2,20,332
GMC,SIERRA 4WD FFV,TRUCK,4.3,6,A6,X,14.2,10.7,12.6,22,296
GMC,SIERRA 4WD FFV,TRUCK,4.3,6,A6,E,20.3,15.3,18.1,16,301
GMC,SIERRA 4WD FFV,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,306
GMC,SIERRA 4WD FFV,TRUCK,5.3,8,A6,E,20.5,14.4,17.8,16,295
GMC,SIERRA eASSIST 4WD,TRUCK,5.3,8,A8,X,14.4,11.2,13,22,304
RAM,1500 FFV,TRUCK,3.6,6,A8,X,13.9,9.5,11.9,24,279
RAM,1500 FFV,TRUCK,3.6,6,A8,E,19.4,13.6,16.8,17,279
RAM,1500 HFE,TRUCK,3.6,6,A8,X,12.9,9.3,11.3,25,264
RAM,1500 (MDS),TRUCK,5.7,8,A6,X,17.1,12,14.8,19,348
RAM,1500 (MDS),TRUCK,5.7,8,A8,X,15.8,10.9,13.6,21,319
RAM,1500 ECODIESEL,TRUCK,3,6,A8,D,11.6,8.4,10.2,28,272
RAM,1500 ECODIESEL HFE,TRUCK,3,6,A8,D,11.3,8,9.8,29,264
RAM,1500 4X4 FFV,TRUCK,3.6,6,A8,X,14.6,10.1,12.6,22,294
RAM,1500 4X4 FFV,TRUCK,3.6,6,A8,E,20.5,14.5,17.8,16,296
RAM,1500 4X4 (MDS),TRUCK,5.7,8,A6,X,17.7,12.7,15.4,18,362
RAM,1500 4X4 (MDS),TRUCK,5.7,8,A8,X,16.2,11.5,14.1,20,330
RAM,1500 4X4 ECODIESEL,TRUCK,3,6,A8,D,12.1,8.8,10.6,27,283
TOYOTA,TUNDRA,TRUCK,4.6,8,AS6,X,15.9,12.3,14.3,20,335
TOYOTA,TUNDRA,TRUCK,5.7,8,AS6,X,17.3,13,15.4,18,360
TOYOTA,TUNDRA 4WD,TRUCK,4.6,8,AS6,X,16.9,12.9,15.1,19,351
TOYOTA,TUNDRA 4WD,TRUCK,5.7,8,AS6,X,18.2,14.1,16.3,17,380
CHEVROLET,SILVERADO,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,297
CHEVROLET,SILVERADO,TRUCK,5.3,8,A8,X,15.2,10.7,13.1,22,309
CHEVROLET,SILVERADO,TRUCK,6.2,8,A8,Z,15.9,11.2,13.8,20,324
CHEVROLET,SILVERADO FFV,TRUCK,4.3,6,A6,X,13.4,10,11.9,24,279
CHEVROLET,SILVERADO FFV,TRUCK,4.3,6,A6,E,19.3,14.3,17.1,17,284
CHEVROLET,SILVERADO FFV,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,298
CHEVROLET,SILVERADO FFV,TRUCK,5.3,8,A6,E,19.7,13.9,17.1,17,284
CHEVROLET,SILVERADO 4WD,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD,TRUCK,5.3,8,A8,X,15.9,11.5,13.9,20,327
CHEVROLET,SILVERADO 4WD,TRUCK,6.2,8,A8,Z,16,11.7,14.1,20,330
CHEVROLET,SILVERADO 4WD FFV,TRUCK,4.3,6,A6,X,14.1,10.6,12.5,23,294
CHEVROLET,SILVERADO 4WD FFV,TRUCK,4.3,6,A6,E,20.2,15.2,18,16,294
CHEVROLET,SILVERADO 4WD FFV,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,TRUCK,5.3,8,A6,E,20.7,14.4,17.9,16,315
CHEVROLET,SILVERADO eASSIST 4WD,TRUCK,5.3,8,A8,X,14.4,11.2,13,22,303
FORD,F-150,TRUCK,2.7,6,AS6,X,12.2,9.3,10.9,26,256
FORD,F-150 (LT Tire Pkg),TRUCK,2.7,6,AS6,X,12.4,9.8,11.2,25,263
FORD,F-150 (Payload Pkg),TRUCK,2.7,6,AS6,X,13.1,9.8,11.6,24,272
FORD,F-150,TRUCK,3.5,6,AS10,X,12.7,9.5,11.3,25,264
FORD,F-150 (LT Tire Pkg),TRUCK,3.5,6,AS10,X,13,10.2,11.7,24,274
FORD,F-150 (Payload Pkg),TRUCK,3.5,6,AS10,X,13.8,10.7,12.4,23,290
FORD,F-150 FFV,TRUCK,3.5,6,A6,X,13.2,9.7,11.6,24,272
FORD,F-150 FFV,TRUCK,3.5,6,A6,E,17.9,13.2,15.8,18,258
FORD,F-150 FFV,TRUCK,5,8,AS6,X,15.4,10.6,13.2,21,310
FORD,F-150 FFV,TRUCK,5,8,AS6,E,20.5,14.3,17.7,16,291
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS6,X,16.8,11.8,14.5,19,340
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS6,E,20.5,14.3,17.7,16,291
FORD,F-150 4X4,TRUCK,2.7,6,AS6,X,13.1,10.2,11.8,24,276
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,2.7,6,AS6,X,13.5,11.2,12.5,23,293
FORD,F-150 4X4 (Payload Pkg),TRUCK,2.7,6,AS6,X,13.3,10.7,12.3,23,288
FORD,F-150 4X4,TRUCK,3.5,6,AS10,X,13.6,10.3,12.1,23,284
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,3.5,6,AS10,X,13.6,10.7,12.3,23,288
FORD,F-150 4X4 (Payload Pkg),TRUCK,3.5,6,AS10,X,14,11,12.7,22,298
FORD,F-150 FFV 4X4,TRUCK,3.5,6,A6,X,14,10.6,12.5,23,293
FORD,F-150 FFV 4X4,TRUCK,3.5,6,A6,E,19,14.3,16.9,17,281
FORD,F-150 FFV 4X4,TRUCK,5,8,AS6,X,15.9,11.3,13.8,20,323
FORD,F-150 FFV 4X4,TRUCK,5,8,AS6,E,21.5,15.1,18.6,15,305
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,5,8,AS6,X,16,11.8,14.1,20,330
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,5,8,AS6,E,21.5,15.1,18.6,15,306
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS6,X,16.8,12.4,14.8,19,347
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS6,E,22.2,16.5,19.6,14,326
FORD,F-150 RAPTOR 4X4,TRUCK,3.5,6,AS10,X,15.6,13.2,14.5,19,339
GMC,SIERRA,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,297
GMC,SIERRA,TRUCK,5.3,8,A8,X,15.2,10.7,13.1,22,309
GMC,SIERRA,TRUCK,6.2,8,A8,Z,15.9,11.2,13.8,20,323
GMC,SIERRA FFV,TRUCK,4.3,6,A6,X,13.4,10,11.9,24,279
GMC,SIERRA FFV,TRUCK,4.3,6,A6,E,19.3,14.3,17.1,17,284
GMC,SIERRA FFV,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,298
GMC,SIERRA FFV,TRUCK,5.3,8,A6,E,19.7,13.9,17.1,17,284
GMC,SIERRA 4WD,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
GMC,SIERRA 4WD,TRUCK,5.3,8,A8,X,15.9,11.5,13.9,20,327
GMC,SIERRA 4WD,TRUCK,6.2,8,A8,Z,16,11.7,14.1,20,330
GMC,SIERRA 4WD FFV,TRUCK,4.3,6,A6,X,14.1,10.6,12.5,23,294
GMC,SIERRA 4WD FFV,TRUCK,4.3,6,A6,E,20.3,15.2,18,16,294
GMC,SIERRA 4WD FFV,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
GMC,SIERRA 4WD FFV,TRUCK,5.3,8,A6,E,20.7,14.4,17.9,16,317
GMC,SIERRA eASSIST 4WD,TRUCK,5.3,8,A8,X,14.4,11.2,13,22,303
HONDA,RIDGELINE AWD,TRUCK,3.5,6,A6,X,12.8,9.5,11.3,25,264
NISSAN,TITAN,TRUCK,5.6,8,AS7,X,15,11.2,13.3,21,312
NISSAN,TITAN 4WD,TRUCK,5.6,8,AS7,X,15.2,11.1,13.4,21,315
NISSAN,TITAN 4WD PRO-4X,TRUCK,5.6,8,AS7,X,16,12,14.2,20,333
RAM,1500 FFV,TRUCK,3.6,6,A8,X,13.9,9.6,11.9,24,280
RAM,1500 FFV,TRUCK,3.6,6,A8,E,19.7,13.8,17,17,283
RAM,1500,TRUCK,5.7,8,A6,X,17,12,14.8,19,346
RAM,1500,TRUCK,5.7,8,A8,X,15.7,11,13.6,21,319
RAM,1500 ECODIESEL,TRUCK,3,6,A8,D,11.8,8.6,10.4,27,278
RAM,1500 4X4 FFV,TRUCK,3.6,6,A8,X,14.5,10.2,12.6,22,294
RAM,1500 4X4 FFV,TRUCK,3.6,6,A8,E,20.7,14.7,18,16,300
RAM,1500 4X4,TRUCK,5.7,8,A6,X,17.5,12.7,15.4,18,361
RAM,1500 4X4,TRUCK,5.7,8,A8,X,16.1,11.5,14,20,328
RAM,1500 4X4 ECODIESEL,TRUCK,3,6,A8,D,12.3,8.8,10.8,26,289
TOYOTA,TUNDRA,TRUCK,4.6,8,AS6,X,15.8,12.3,14.2,20,334
TOYOTA,TUNDRA,TRUCK,5.7,8,AS6,X,17.2,12.9,15.3,18,358
TOYOTA,TUNDRA 4WD,TRUCK,4.6,8,AS6,X,16.8,12.6,14.9,19,349
TOYOTA,TUNDRA 4WD,TRUCK,5.7,8,AS6,X,18.1,13.9,16.2,17,378
CHEVROLET,SILVERADO FFV,TRUCK,4.3,6,A6,X,13.4,10,11.8,24,278
CHEVROLET,SILVERADO FFV,TRUCK,4.3,6,A6,E,19.3,14.4,17.1,17,284
CHEVROLET,SILVERADO,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,298
CHEVROLET,SILVERADO FFV,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,298
CHEVROLET,SILVERADO FFV,TRUCK,5.3,8,A6,E,19.7,13.9,17.1,17,283
CHEVROLET,SILVERADO,TRUCK,5.3,8,A8,X,14.9,10.9,13.1,22,307
CHEVROLET,SILVERADO,TRUCK,6.2,8,A8,Z,15.9,11.2,13.8,20,324
CHEVROLET,SILVERADO eASSIST,TRUCK,5.3,8,A8,X,13.4,10,11.8,24,278
CHEVROLET,SILVERADO 4WD FFV,TRUCK,4.3,6,A6,X,14.1,10.6,12.5,23,294
CHEVROLET,SILVERADO 4WD FFV,TRUCK,4.3,6,A6,E,20.2,15.2,18,16,296
CHEVROLET,SILVERADO 4WD,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,TRUCK,5.3,8,A6,E,21,15,18.3,15,309
CHEVROLET,SILVERADO 4WD,TRUCK,5.3,8,A8,X,15.6,11.6,13.8,20,324
CHEVROLET,SILVERADO 4WD,TRUCK,6.2,8,A8,Z,16,11.7,14.1,20,331
CHEVROLET,SILVERADO eASSIST 4WD,TRUCK,5.3,8,A8,X,14.4,11.2,13,22,304
FORD,F-150,TRUCK,2.7,6,AS10,X,11.9,9,10.6,27,249
FORD,F-150 (LT Tire Pkg),TRUCK,2.7,6,AS10,X,12,9.4,10.8,26,253
FORD,F-150 (Payload Pkg),TRUCK,2.7,6,AS10,X,12.3,9.4,11,26,258
FORD,F-150,TRUCK,3,6,AS10,D,10.8,8,9.5,30,256
FORD,F-150 (LT Tire Pkg),TRUCK,3,6,AS10,D,10.8,8.4,9.7,29,260
FORD,F-150,TRUCK,3.3,6,AS6,X,12.3,9.4,11,26,259
FORD,F-150 FFV,TRUCK,3.3,6,AS6,X,12.3,9.3,10.9,26,257
FORD,F-150 FFV,TRUCK,3.3,6,AS6,E,16.8,12.7,14.9,19,248
FORD,F-150 (LT Tire Pkg),TRUCK,3.3,6,AS6,X,12.4,9.8,11.2,25,263
FORD,F-150 FFV (LT Tire Pkg),TRUCK,3.3,6,AS6,X,12.4,9.8,11.2,25,263
FORD,F-150 FFV (LT Tire Pkg),TRUCK,3.3,6,AS6,E,16.8,12.7,14.9,19,248
FORD,F-150,TRUCK,3.5,6,AS10,X,13.6,10.1,12,24,282
FORD,F-150 (LT Tire Pkg),TRUCK,3.5,6,AS10,X,13.6,10.7,12.3,23,288
FORD,F-150 (Payload Pkg),TRUCK,3.5,6,AS10,X,13.7,11.2,12.5,23,293
FORD,F-150,TRUCK,5,8,AS10,X,14.1,10.4,12.4,23,292
FORD,F-150 FFV,TRUCK,5,8,AS10,X,13.9,10.2,12.2,23,286
FORD,F-150 FFV,TRUCK,5,8,AS10,E,20.2,14,17.4,16,288
FORD,F-150 (LT Tire Pkg),TRUCK,5,8,AS10,X,14.7,11.2,13.1,22,308
FORD,F-150 FFV (LT Tire Pkg),TRUCK,5,8,AS10,X,14.7,11.2,13.1,22,307
FORD,F-150 FFV (LT Tire Pkg),TRUCK,5,8,AS10,E,20.2,14,17.4,16,288
FORD,F-150 (Payload Pkg),TRUCK,5,8,AS10,X,14.7,11.8,13.8,20,324
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS10,X,14.7,11.8,13.8,20,323
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS10,E,20.3,14,17.4,16,288
FORD,F-150 4X4,TRUCK,2.7,6,AS10,X,12.6,9.8,11.3,25,265
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,2.7,6,AS10,X,13.1,10.2,11.8,24,277
FORD,F-150 4X4 (Payload Pkg),TRUCK,2.7,6,AS10,X,13.1,9.8,11.6,24,272
FORD,F-150 4X4,TRUCK,3,6,AS10,D,11.8,9.3,10.7,26,288
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,3,6,AS10,D,11.8,9.3,10.7,26,288
FORD,F-150 4X4 XL/XLT,TRUCK,3,6,AS10,D,11.2,8.4,9.9,29,266
FORD,F-150 4X4,TRUCK,3.3,6,AS6,X,13,10.3,11.8,24,277
FORD,F-150 FFV 4X4,TRUCK,3.3,6,AS6,X,12.9,10.2,11.7,24,273
FORD,F-150 FFV 4X4,TRUCK,3.3,6,AS6,E,17.6,13.7,15.8,18,263
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,3.3,6,AS6,X,13.8,10.7,12.4,23,291
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,3.3,6,AS6,X,13.8,10.7,12.4,23,291
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,3.3,6,AS6,E,17.5,13.7,15.8,18,262
FORD,F-150 4X4,TRUCK,3.5,6,AS10,X,14.3,10.5,12.6,22,295
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,3.5,6,AS10,X,14.4,10.6,12.7,22,297
FORD,F-150 4X4 (Payload Pkg),TRUCK,3.5,6,AS10,X,14.5,11.2,13,22,305
FORD,F-150 4X4,TRUCK,5,8,AS10,X,14.6,10.9,13,22,304
FORD,F-150 FFV 4X4,TRUCK,5,8,AS10,X,15.1,11,13.3,21,311
FORD,F-150 FFV 4X4,TRUCK,5,8,AS10,E,20,15.6,18,16,300
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,5,8,AS10,X,14.7,11.8,13.8,20,324
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,5,8,AS10,X,15.1,11.8,13.8,20,324
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,5,8,AS10,E,20,15.6,18,16,300
FORD,F-150 4X4 (Payload Pkg),TRUCK,5,8,AS10,X,15.7,12.4,14.2,20,334
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS10,X,16.1,12.4,14.5,19,339
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS10,E,21.4,17.2,19.5,14,325
FORD,F-150 RAPTOR 4WD,TRUCK,3.5,6,AS10,X,15.6,13.2,14.5,19,339
GMC,SIERRA FFV,TRUCK,4.3,6,A6,X,13.4,10,11.8,24,278
GMC,SIERRA FFV,TRUCK,4.3,6,A6,E,19.3,14.4,17.1,17,284
GMC,SIERRA,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,298
GMC,SIERRA FFV,TRUCK,5.3,8,A6,X,14.6,10.3,12.7,22,298
GMC,SIERRA FFV,TRUCK,5.3,8,A6,E,19.7,13.9,17,17,283
GMC,SIERRA,TRUCK,5.3,8,A8,X,14.9,10.9,13.1,22,307
GMC,SIERRA,TRUCK,6.2,8,A8,Z,15.9,11.2,13.8,20,323
GMC,SIERRA eASSIST,TRUCK,5.3,8,A8,X,13.4,10,11.8,24,278
GMC,SIERRA 4WD FFV,TRUCK,4.3,6,A6,X,14.1,10.6,12.5,23,294
GMC,SIERRA 4WD FFV,TRUCK,4.3,6,A6,E,20.2,15.2,18,16,296
GMC,SIERRA 4WD,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
GMC,SIERRA 4WD FFV,TRUCK,5.3,8,A6,X,15,10.7,13.1,22,307
GMC,SIERRA 4WD FFV,TRUCK,5.3,8,A6,E,21,15,18.3,15,309
GMC,SIERRA 4WD,TRUCK,5.3,8,A8,X,15.6,11.6,13.8,20,324
GMC,SIERRA 4WD,TRUCK,6.2,8,A8,Z,16,11.7,14.1,20,331
GMC,SIERRA eASSIST 4WD,TRUCK,5.3,8,A8,X,14.4,11.2,13,22,304
HONDA,RIDGELINE AWD,TRUCK,3.5,6,A6,X,12.8,9.5,11.3,25,264
NISSAN,TITAN,TRUCK,5.6,8,AS7,X,15,11.2,13.3,21,312
NISSAN,TITAN 4WD,TRUCK,5.6,8,AS7,X,15.2,11.1,13.4,21,315
NISSAN,TITAN 4WD PRO-4X,TRUCK,5.6,8,AS7,X,15.9,11.9,14.1,20,331
RAM,1500 FFV,TRUCK,3.6,6,A8,X,13.9,9.6,11.9,24,280
RAM,1500 FFV,TRUCK,3.6,6,A8,E,19.7,13.8,17,17,283
RAM,1500,TRUCK,5.7,8,A6,X,17,12,14.8,19,346
RAM,1500,TRUCK,5.7,8,A8,X,15.7,11,13.6,21,319
RAM,1500 ECODIESEL,TRUCK,3,6,A8,D,11.8,8.6,10.4,27,278
RAM,1500 4X4 FFV,TRUCK,3.6,6,A8,X,14.5,10.2,12.6,22,294
RAM,1500 4X4 FFV,TRUCK,3.6,6,A8,E,20.7,14.7,18,16,300
RAM,1500 4X4,TRUCK,5.7,8,A6,X,18.7,13.3,16.3,17,382
RAM,1500 4X4,TRUCK,5.7,8,A8,X,16.1,11.5,14,20,328
RAM,1500 4X4 ECODIESEL,TRUCK,3,6,A8,D,12.3,8.8,10.8,26,289
TOYOTA,TUNDRA,TRUCK,5.7,8,AS6,X,17.7,13.6,15.9,18,371
TOYOTA,TUNDRA 4WD,TRUCK,4.6,8,AS6,X,16.8,13.1,14.9,19,354
TOYOTA,TUNDRA 4WD,TRUCK,5.7,8,AS6,X,18,14.2,16.3,17,383
CHEVROLET,Silverado,TRUCK,2.7,4,A8,X,11.9,10.3,11.1,25,261
CHEVROLET,Silverado,TRUCK,4.3,6,A6,X,15.1,11.5,13.5,21,316
CHEVROLET,Silverado,TRUCK,5.3,8,A6,X,15.9,11.4,13.9,20,326
CHEVROLET,Silverado FFV,TRUCK,5.3,8,A6,X,15.7,11.9,14,20,329
CHEVROLET,Silverado FFV,TRUCK,5.3,8,A6,E,21.1,15,18.4,15,306
CHEVROLET,Silverado,TRUCK,5.3,8,A8,X,14.1,10.2,12.4,23,290
CHEVROLET,Silverado 4WD,TRUCK,2.7,4,A8,X,12.5,10.8,11.7,24,275
CHEVROLET,Silverado 4WD,TRUCK,4.3,6,A6,X,15.8,11.9,14,20,329
CHEVROLET,Silverado 4WD Trail Boss,TRUCK,4.3,6,A6,X,16.3,12.9,14.8,19,347
CHEVROLET,Silverado 4WD,TRUCK,5.3,8,A6,X,15.9,11.7,14,20,329
CHEVROLET,Silverado 4WD FFV,TRUCK,5.3,8,A6,X,16.1,12.5,14.4,20,339
CHEVROLET,Silverado 4WD FFV,TRUCK,5.3,8,A6,E,22,16.1,19.3,15,322
CHEVROLET,Silverado 4WD Trail Boss,TRUCK,5.3,8,A6,X,16.5,13,14.9,19,350
CHEVROLET,Silverado 4WD,TRUCK,5.3,8,A8,X,14.9,10.8,13.1,22,306
CHEVROLET,Silverado 4WD Trail Boss,TRUCK,5.3,8,A8,X,15.3,11.8,13.7,21,320
CHEVROLET,Silverado 4WD,TRUCK,6.2,8,A10,Z,15,12,13.7,21,321
CHEVROLET,Silverado LD,TRUCK,5.3,8,A6,X,15.6,10.9,13.5,21,317
CHEVROLET,Silverado LD 4WD,TRUCK,5.3,8,A6,X,15.8,11.4,13.8,20,325
FORD,F-150,TRUCK,2.7,6,AS10,X,12,9,10.6,27,249
FORD,F-150 (LT Tire Pkg),TRUCK,2.7,6,AS10,X,12.4,9.4,11.1,25,260
FORD,F-150 (Payload Pkg),TRUCK,2.7,6,AS10,X,12.4,9.4,11.1,25,260
FORD,F-150,TRUCK,3,6,AS10,D,10.8,8,9.5,30,256
FORD,F-150 (LT Tire Pkg),TRUCK,3,6,AS10,D,10.8,8.4,9.7,29,260
FORD,F-150 FFV,TRUCK,3.3,6,AS6,X,12.2,9.3,10.9,26,256
FORD,F-150 FFV,TRUCK,3.3,6,AS6,E,16.7,12.6,14.9,19,247
FORD,F-150 FFV (LT Tire Pkg),TRUCK,3.3,6,AS6,X,12.4,9.8,11.2,25,263
FORD,F-150 FFV (LT Tire Pkg),TRUCK,3.3,6,AS6,E,16.7,12.6,14.9,19,247
FORD,F-150,TRUCK,3.5,6,AS10,X,13.5,10.1,12,24,281
FORD,F-150 (LT Tire Pkg),TRUCK,3.5,6,AS10,X,13.8,10.7,12.4,23,291
FORD,F-150 (Payload Pkg),TRUCK,3.5,6,AS10,X,13.9,11.2,12.7,22,298
FORD,F-150 FFV,TRUCK,5,8,AS10,X,13.9,10.2,12.2,23,287
FORD,F-150 FFV,TRUCK,5,8,AS10,E,20.3,14,17.4,16,290
FORD,F-150 FFV (LT Tire Pkg),TRUCK,5,8,AS10,X,14.7,11.2,13.1,22,308
FORD,F-150 FFV (LT Tire Pkg),TRUCK,5,8,AS10,E,20.3,14,17.5,16,290
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS10,X,15.6,11.8,13.9,20,326
FORD,F-150 FFV (Payload Pkg),TRUCK,5,8,AS10,E,20.4,14,17.5,16,291
FORD,F-150 4X4,TRUCK,2.7,6,AS10,X,12.7,9.8,11.4,25,268
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,2.7,6,AS10,X,13.1,10.2,11.8,24,277
FORD,F-150 4X4 (Payload Pkg),TRUCK,2.7,6,AS10,X,13.1,10.2,11.8,24,277
FORD,F-150 4X4,TRUCK,3,6,AS10,D,11.8,9.3,10.7,26,287
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,3,6,AS10,D,11.8,9.3,10.7,26,287
FORD,F-150 4X4 XL/XLT,TRUCK,3,6,AS10,D,11.2,8.3,9.9,29,266
FORD,F-150 FFV 4X4,TRUCK,3.3,6,AS6,X,12.8,10.2,11.6,24,273
FORD,F-150 FFV 4X4,TRUCK,3.3,6,AS6,E,17.5,13.8,15.8,18,263
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,3.3,6,AS6,X,13.8,10.7,12.4,23,291
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,3.3,6,AS6,E,17.5,13.7,15.8,18,263
FORD,F-150 4X4,TRUCK,3.5,6,AS10,X,14.3,10.5,12.5,23,295
FORD,F-150 4X4 (LT Tire Pkg),TRUCK,3.5,6,AS10,X,14.7,10.7,12.9,22,303
FORD,F-150 4X4 (Payload Pkg),TRUCK,3.5,6,AS10,X,14.7,11.2,13.1,22,308
FORD,F-150 4X4 Limited,TRUCK,3.5,6,AS10,X,13.8,11.2,12.6,22,296
FORD,F-150 FFV 4X4,TRUCK,5,8,AS10,X,15.1,11,13.3,21,312
FORD,F-150 FFV 4X4,TRUCK,5,8,AS10,E,20,15.6,18,16,300
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,5,8,AS10,X,15.7,11.8,13.9,20,326
FORD,F-150 FFV 4X4 (LT Tire Pkg),TRUCK,5,8,AS10,E,20,15.6,18,16,300
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS10,X,16.8,12.4,14.8,19,347
FORD,F-150 FFV 4X4 (Payload Pkg),TRUCK,5,8,AS10,E,21.3,17.2,19.5,14,323
FORD,F-150 Raptor 4X4,TRUCK,3.5,6,AS10,X,15.3,13.1,14.3,20,336
